Date,_SPXD_Close,CPUSAM_Close,__XAU_D_Close,_VIXD_Close,BRT_D_Close
01/26/2024,4890.97,306.746,2018.34,13.26,83.34
01/29/2024,4927.93,306.746,2031.75,13.6,83.99
01/30/2024,4924.97,306.746,2036.12,13.31,84.14
01/31/2024,4845.65,308.417,2037.1899,14.35,82.98
02/01/2024,4906.19,308.417,2054.8899,13.88,82.2
02/02/2024,4958.61,308.417,2038.59,13.85,79.54
02/05/2024,4942.81,308.417,2024.67,13.67,79.3
02/06/2024,4954.23,308.417,2035.46,13.06,80.46
02/07/2024,4995.06,308.417,2034.22,12.83,81.18
02/08/2024,4997.91,308.417,2033.1801,12.79,83.01
02/09/2024,5026.61,308.417,2024.16,12.93,83.58
02/12/2024,5021.84,308.417,2019.79,13.93,83.88
02/13/2024,4953.17,308.417,1992.13,15.85,84.72
02/14/2024,5000.62,308.417,1992.39,14.38,84.41
02/15/2024,5029.73,308.417,2004.09,14.01,84.33
02/16/2024,5005.57,308.417,2013.1,14.24,84.88
02/19/2024,5005.57,308.417,2017.63,14.24,85.52
02/20/2024,4975.51,308.417,2023.53,15.42,84.78
02/21/2024,4981.8,308.417,2024.99,15.34,84.77
02/22/2024,5087.03,308.417,2024.11,14.54,85.84
02/23/2024,5088.8,308.417,2035.72,13.75,84.18
02/26/2024,5069.53,308.417,2030.66,13.74,84.01
02/27/2024,5078.18,308.417,2029.64,13.43,83.8
02/28/2024,5069.76,308.417,2034.62,13.84,84.08
02/29/2024,5096.27,310.326,2043.24,13.4,84.57
03/01/2024,5137.08,310.326,2083.3899,13.11,84.82
03/04/2024,5130.95,310.326,2114.99,13.49,86.58
03/05/2024,5078.65,310.326,2127.55,14.46,85.82
03/06/2024,5104.76,310.326,2148.29,14.5,86.59
03/07/2024,5157.36,310.326,2159.1599,14.44,84.88
03/08/2024,5123.69,310.326,2177.51,14.74,84.29
03/11/2024,5117.94,310.326,2182.47,15.22,83.44
03/12/2024,5175.27,310.326,2157.99,13.84,83.66
03/13/2024,5165.31,310.326,2174.3999,13.75,83.95
03/14/2024,5150.48,310.326,2161.01,14.4,86.16
03/15/2024,5117.09,310.326,2155.54,14.41,85.39
03/18/2024,5149.42,310.326,2159.99,14.33,86.47
03/19/2024,5178.51,310.326,2157.23,13.82,87.36
03/20/2024,5224.62,310.326,2185.96,13.04,85.77
03/21/2024,5241.53,310.326,2180.8101,12.92,84.92
03/22/2024,5234.18,310.326,2164.1399,13.06,84.87
03/25/2024,5218.19,310.326,2171.45,13.19,86.18
03/26/2024,5203.58,310.326,2178.5801,13.24,85.91
03/27/2024,5248.49,310.326,2194.02,12.78,84.94
03/28/2024,5254.35,310.326,2232.3799,13.01,86.17
03/29/2024,5254.35,310.326,2250.3601,13.01,86.17
03/31/2024,5254.35,312.332,2250.3601,13.01,86.17
04/01/2024,5243.77,312.332,2250.3601,13.65,86.17
04/02/2024,5205.81,312.332,2280.1001,14.61,87.63
04/03/2024,5211.49,312.332,2299.1699,14.33,90.6
04/04/2024,5147.21,312.332,2289.4299,16.35,90.32
04/05/2024,5204.34,312.332,2329.5,16.03,92.81
04/08/2024,5202.39,312.332,2338.8899,15.19,91.73
04/09/2024,5209.91,312.332,2352.5801,14.98,92.13
04/10/2024,5160.64,312.332,2332.79,15.8,91.57
04/11/2024,5199.06,312.332,2373.24,14.91,91.49
04/12/2024,5123.41,312.332,2343.4299,17.31,93.12
04/15/2024,5061.82,312.332,2382.51,19.23,90.84
04/16/2024,5051.41,312.332,2382.8301,18.4,91.29
04/17/2024,5022.21,312.332,2360.8101,18.21,89.54
04/18/2024,5011.12,312.332,2378.25,18,88.34
04/19/2024,4967.23,312.332,2390.45,18.71,87.96
04/22/2024,5010.6,312.332,2326.29,16.94,87.3
04/23/2024,5070.55,312.332,2321.8101,15.69,88.29
04/24/2024,5071.63,312.332,2315.8201,15.97,89.02
04/25/2024,5048.42,312.332,2331.78,15.37,88.1
04/26/2024,5099.96,312.332,2337.72,15.03,89.95
04/29/2024,5116.17,312.332,2334.4399,14.67,88.44
04/30/2024,5035.69,313.548,2285.5701,15.65,88.23
05/01/2024,5018.39,313.548,2317.8899,15.39,83.55
05/02/2024,5064.2,313.548,2303.29,14.68,84.81
05/03/2024,5127.79,313.548,2301.5601,13.49,83.6
05/06/2024,5180.74,313.548,2323.5701,13.49,83.6
05/07/2024,5187.7,313.548,2313.79,13.23,82.69
05/08/2024,5187.67,313.548,2308.6499,13,82.44
05/09/2024,5214.08,313.548,2345.8799,12.69,83.27
05/10/2024,5222.68,313.548,2360.1399,12.55,83.39
05/13/2024,5221.42,313.548,2336.05,13.6,83.18
05/14/2024,5246.68,313.548,2357.97,13.42,81
05/15/2024,5308.15,313.548,2386.04,12.45,79.98
05/16/2024,5297.1,313.548,2376.4399,12.42,81.65
05/17/2024,5303.27,313.548,2414.8899,11.99,82.24
05/20/2024,5308.13,313.548,2425.1201,12.15,81.91
05/21/2024,5321.41,313.548,2421.6399,11.86,81.22
05/22/2024,5307.01,313.548,2378.25,12.29,79.9
05/23/2024,5267.84,313.548,2328.3701,12.77,79.25
05/24/2024,5304.72,313.548,2333.76,11.93,78.92
05/27/2024,5304.72,313.548,2350.74,11.93,78.92
05/28/2024,5306.04,313.548,2360.95,12.92,81.34
05/29/2024,5266.95,313.548,2338.77,14.28,81.5
05/30/2024,5235.48,313.548,2343,14.47,81.42
05/31/2024,5277.51,314.069,2326.97,12.92,79.41
06/03/2024,5283.4,314.069,2350.3501,13.11,76.45
06/04/2024,5291.34,314.069,2327.6799,13.16,75.33
06/05/2024,5354.03,314.069,2354.78,12.63,75.41
06/06/2024,5352.96,314.069,2375.6101,12.58,77.62
06/07/2024,5346.99,314.069,2292.71,12.22,78.12
06/10/2024,5360.79,314.069,2310.53,12.74,79.59
06/11/2024,5375.32,314.069,2316.27,12.85,80.15
06/12/2024,5421.03,314.069,2322.52,12.04,80.52
06/13/2024,5433.74,314.069,2303.1899,11.94,81.44
06/14/2024,5431.6,314.069,2332.52,12.66,81.49
06/17/2024,5473.23,314.069,2318.8701,12.75,82.45
06/18/2024,5487.03,314.069,2328.3301,12.3,84.79
06/19/2024,5487.03,314.069,2327.47,12.3,85.64
06/20/2024,5473.17,314.069,2359.6299,13.28,85.92
06/21/2024,5464.62,314.069,2320.3501,13.2,86.42
06/24/2024,5447.87,314.069,2332.9299,13.33,86.75
06/25/2024,5469.3,314.069,2319.01,12.84,86.81
06/26/2024,5477.9,314.069,2297.9099,12.55,85.76
06/27/2024,5482.87,314.069,2327.45,12.24,87
06/28/2024,5460.48,314.069,2325.71,12.44,87.26
06/30/2024,5460.48,314.175,2325.71,12.44,87.26
07/01/2024,5475.09,314.175,2331.7,12.22,86.57
07/02/2024,5509.01,314.175,2329.28,12.03,88.28
07/03/2024,5537.02,314.175,2356.0601,12.09,88.25
07/04/2024,5537.02,314.175,2356.1201,12.09,88.34
07/05/2024,5567.19,314.175,2391.46,12.48,88.66
07/08/2024,5572.85,314.175,2358.8,12.37,87.15
07/09/2024,5576.98,314.175,2363.5801,12.51,86.48
07/10/2024,5633.91,314.175,2371.0701,12.85,86.55
07/11/2024,5584.54,314.175,2414.78,12.92,86.49
07/12/2024,5615.35,314.175,2411.27,12.46,87.35
07/15/2024,5631.22,314.175,2422.0701,13.12,86.42
07/16/2024,5667.2,314.175,2468.5701,13.19,86.6
07/17/2024,5588.27,314.175,2458.3799,14.48,85.76
07/18/2024,5544.59,314.175,2444.97,15.93,86.26
07/19/2024,5505,314.175,2400.79,16.52,85.19
07/22/2024,5564.41,314.175,2397.6499,14.91,83.44
07/23/2024,5555.74,314.175,2409.21,14.72,82.2
07/24/2024,5427.13,314.175,2397.5901,18.04,83.01
07/25/2024,5399.22,314.175,2364.5,18.46,82.58
07/26/2024,5459.1,314.175,2385.5801,16.39,81.35
07/29/2024,5463.54,314.175,2383.54,16.6,80.94
07/30/2024,5436.44,314.175,2408.4299,17.69,79.26
07/31/2024,5522.3,314.54,2448.1001,16.36,81.39
08/01/2024,5446.68,314.54,2445.4199,18.59,81.37
08/02/2024,5346.56,314.54,2443.29,23.39,78.35
08/05/2024,5186.33,314.54,2407.6499,38.57,77.51
08/06/2024,5240.03,314.54,2389.3701,27.71,76.62
08/07/2024,5199.5,314.54,2381.53,27.85,78.26
08/08/2024,5319.31,314.54,2426.75,23.79,80.76
08/09/2024,5344.16,314.54,2430.9299,20.37,81.07
08/12/2024,5344.39,314.54,2472.25,20.71,83.06
08/13/2024,5434.43,314.54,2465.03,18.12,82.51
08/14/2024,5455.21,314.54,2447.6399,16.19,82.15
08/15/2024,5543.22,314.54,2456.1001,15.23,83.09
08/16/2024,5554.25,314.54,2507.28,14.8,81.56
08/19/2024,5608.25,314.54,2503.9199,14.65,81.09
08/20/2024,5597.12,314.54,2513.74,15.88,78.85
08/21/2024,5620.85,314.54,2511.95,16.27,78.77
08/22/2024,5570.64,314.54,2483.29,17.55,78.8
08/23/2024,5634.61,314.54,2512.0701,15.86,80.34
08/26/2024,5616.84,314.54,2516.8899,16.15,80.34
08/27/2024,5625.8,314.54,2524.5701,15.43,81.51
08/28/2024,5592.18,314.54,2502.25,17.11,80.04
08/29/2024,5591.96,314.54,2521.1799,15.65,81.55
08/30/2024,5648.4,314.54,2503.03,15,80.2
08/31/2024,5648.4,314.796,2503.03,15,80.2
09/02/2024,5648.4,314.796,2499.29,15,77.82
09/03/2024,5528.93,314.796,2492.76,20.72,76.46
09/04/2024,5520.07,314.796,2494.8401,21.32,74.67
09/05/2024,5503.41,314.796,2516.3201,19.9,74.47
09/06/2024,5408.42,314.796,2497.03,22.38,72.82
09/09/2024,5471.05,314.796,2505.25,19.45,72.37
09/10/2024,5495.52,314.796,2516.1201,19.08,70.34
09/11/2024,5554.13,314.796,2511.4399,17.69,70.31
09/12/2024,5595.76,314.796,2558.75,17.07,73.81
09/13/2024,5626.02,314.796,2576.5,16.56,73.68
09/16/2024,5633.09,314.796,2582.5801,17.14,73.96
09/17/2024,5634.58,314.796,2569.52,17.61,74.55
09/18/2024,5618.26,314.796,2559.1599,18.23,74.52
09/19/2024,5713.64,314.796,2586.48,16.33,75.93
09/20/2024,5702.55,314.796,2621.96,16.15,75.96
09/23/2024,5718.57,314.796,2628.3999,15.89,74.95
09/24/2024,5732.93,314.796,2656.7,15.39,75.29
09/25/2024,5722.26,314.796,2656.8201,15.41,75.4
09/26/2024,5745.37,314.796,2670.2,15.37,73.06
09/27/2024,5738.17,314.796,2657.97,16.96,71.63
09/30/2024,5762.48,315.301,2634.49,16.73,72.35
10/01/2024,5708.75,315.301,2662.8201,19.26,75.3
10/02/2024,5709.54,315.301,2657.75,18.9,74.86
10/03/2024,5699.94,315.301,2655.8999,20.49,77.57
10/04/2024,5751.07,315.301,2652.25,19.21,79.32
10/07/2024,5695.94,315.301,2643.5801,22.64,81.74
10/08/2024,5751.13,315.301,2621.9399,21.42,78.19
10/09/2024,5792.04,315.301,2607.77,20.86,77.06
10/10/2024,5780.05,315.301,2629.48,20.93,79.45
10/11/2024,5815.03,315.301,2656,20.46,80.27
10/14/2024,5859.85,315.301,2651.05,19.7,78.47
10/15/2024,5815.26,315.301,2660.99,20.64,73.68
10/16/2024,5842.47,315.301,2673.24,19.58,73.65
10/17/2024,5841.47,315.301,2692.55,19.11,74.37
10/18/2024,5864.67,315.301,2720.25,18.03,72.75
10/21/2024,5853.98,315.301,2719.6499,18.37,73.29
10/22/2024,5851.2,315.301,2748.3799,18.2,75.59
10/23/2024,5797.42,315.301,2717.54,19.24,74.68
10/24/2024,5809.86,315.301,2735.7,19.08,74.27
10/25/2024,5808.12,315.301,2747.6899,20.33,75.62
10/28/2024,5823.52,315.301,2741.98,19.8,71.87
10/29/2024,5832.92,315.301,2775.1299,19.34,71.09
10/30/2024,5813.67,315.301,2786.1899,20.35,73.21
10/31/2024,5705.45,315.664,2743.8,23.16,73.25
11/01/2024,5728.8,315.664,2735.1599,21.88,73.63
11/04/2024,5712.69,315.664,2736.3899,21.98,74.89
11/05/2024,5782.76,315.664,2743.5901,20.49,76.98
11/06/2024,5929.04,315.664,2659.24,16.27,76.52
11/07/2024,5973.1,315.664,2706.99,15.2,75.73
11/08/2024,5995.54,315.664,2683.77,14.94,74.04
11/11/2024,6001.35,315.664,2620.2,14.97,72.19
11/12/2024,5983.99,315.664,2597.27,14.71,72.56
11/13/2024,5985.38,315.664,2573.78,14.02,72.86
11/14/2024,5949.17,315.664,2566.1899,14.31,73.39
11/15/2024,5870.62,315.664,2561.24,16.14,73.45
11/18/2024,5893.62,315.664,2612.2,15.58,74.35
11/19/2024,5916.98,315.664,2631.6799,16.35,74.32
11/20/2024,5917.11,315.664,2650.05,17.16,74.33
11/21/2024,5948.71,315.664,2669.6899,16.87,75.09
11/22/2024,5969.34,315.664,2712.55,15.24,76.1
11/25/2024,5987.37,315.664,2625.26,14.6,74.27
11/26/2024,6021.63,315.664,2631.8899,14.1,74.56
11/27/2024,5998.74,315.664,2635.51,14.1,73.91
11/28/2024,5998.74,315.664,2640.96,14.1,73.92
11/29/2024,6032.38,315.664,2653.55,13.51,74.16
11/30/2024,6032.38,315.493,2653.55,13.51,74.16
12/02/2024,6047.15,315.493,2638.9299,13.34,72.81
12/03/2024,6049.88,315.493,2643.4399,13.3,74.8
12/04/2024,6086.49,315.493,2649.79,13.45,74.68
12/05/2024,6075.11,315.493,2632.05,13.54,73.78
12/06/2024,6090.27,315.493,2632.9099,12.77,73.78
12/09/2024,6052.85,315.493,2658.78,14.19,73.73
12/10/2024,6034.91,315.493,2693.6399,14.18,73.64
12/11/2024,6084.19,315.493,2717.9299,13.58,74.38
12/12/2024,6051.25,315.493,2681.3301,13.92,73.52
12/13/2024,6051.09,315.493,2648.3899,13.81,74.89
12/16/2024,6074.08,315.493,2652.5,14.69,74.3
12/17/2024,6050.61,315.493,2645.54,15.87,73.16
12/18/2024,5872.16,315.493,2587.6299,27.62,74.57
12/19/2024,5867.08,315.493,2593.8501,24.09,73.75
12/20/2024,5930.85,315.493,2620.77,18.36,73.19
12/23/2024,5974.07,315.493,2612.9299,16.78,72.12
12/24/2024,6040.04,315.493,2613.2,14.27,73.5
12/25/2024,6040.04,315.493,2634.4299,14.27,73.5
12/26/2024,6037.59,315.493,2634.4299,14.73,73.5
12/27/2024,5970.84,315.493,2620,15.95,73.77
12/30/2024,5906.94,315.493,2605.3899,17.4,74.24
12/31/2024,5881.63,315.605,2623.8101,17.35,74.58
01/01/2025,5881.63,315.605,2657.1599,17.35,74.58
01/02/2025,5868.55,315.605,2657.1599,17.93,76.14
01/03/2025,5942.47,315.605,2639.1201,16.13,76.72
01/06/2025,5975.38,315.605,2635.3301,16.04,77.27
01/07/2025,5909.03,315.605,2649.49,17.82,77.84
01/08/2025,5918.25,315.605,2662.0601,17.7,77.37
01/09/2025,5918.25,315.605,2670.1899,17.7,78.44
01/10/2025,5827.04,315.605,2689.6299,19.54,79.76
01/13/2025,5836.22,315.605,2662.1201,19.19,82.69
01/14/2025,5842.91,315.605,2677.1599,18.71,82.39
01/15/2025,5949.91,315.605,2695.8201,16.12,83.48
01/16/2025,5937.34,315.605,2713.77,16.6,82.39
01/17/2025,5996.66,315.605,2701.55,15.97,83.02
01/20/2025,5996.66,315.605,2708.0601,15.97,81.68
01/21/2025,6049.24,315.605,2744.3899,15.06,80.57
01/22/2025,6086.37,315.605,2755.02,15.1,80
01/23/2025,6118.71,315.605,2753.6899,15.02,78.62
01/24/2025,6101.24,315.605,2771.3,14.85,78.71
01/27/2025,6012.28,315.605,2741.1001,17.9,77.3
01/28/2025,6067.7,315.605,2763.1101,16.41,78.01
01/29/2025,6039.31,315.605,2757.71,16.56,77.02
01/30/2025,6071.17,315.605,2793.8799,15.84,77.42
01/31/2025,6040.53,317.671,2801,16.43,77.11
02/03/2025,5994.57,,2813.49,18.62,76.49
02/04/2025,6037.88,,2841.9399,17.21,76.58
02/05/2025,6061.48,,2865.0901,15.77,74.71
02/06/2025,6083.57,,2856.5,15.5,74.54
02/07/2025,6025.99,,2860.3899,16.54,74.68
02/10/2025,6066.44,,2907.3401,15.81,76.23
02/11/2025,6068.5,,2898.3401,16.02,
02/12/2025,6051.97,,2903.6599,15.89,
02/13/2025,6115.07,,,15.1,
02/14/2025,6114.63,,,14.77,
02/18/2025,6129.58,,,15.35,